# TR BIM Shared Parameters Master — QA + ÇŞB 2026 + Bina Eleman Sınıflandırması
# Sürüm: 4.0 | Tarih: 2026-03 | ISO 19650 / IFC / ÇŞB 2026 /
# Not:  TR_BES bina eleman sınıflandırması eklenmiştir.
# Do not edit manually.
*META	VERSION	MINVERSION
META	2	1
*GROUP	ID	NAME
GROUP	1	TR-GENEL PROJE BİLGİLERİ
GROUP	2	TR-YAPI BİLGİLERİ
GROUP	3	TR-YANGIN GÜVENLİĞİ (BYKHY 2019)
GROUP	4	TR-DEPREM (TBDY 2018)
GROUP	5	TR-ERİŞİLEBİLİRLİK (TS 9111)
GROUP	6	TR-ENERJİ VERİMLİLİĞİ (BEP-TR)
GROUP	7	TR-ÇŞB POZ NO VE METRAJ
GROUP	8	TR-YAPI DENETİM
GROUP	9	TR-İMAR BİLGİLERİ
GROUP	10	TR-BIM YÖNETİM
GROUP	11	TR-DUVAR ÖZELLİKLERİ
GROUP	12	TR-KAPI ÖZELLİKLERİ
GROUP	13	TR-PENCERE ÖZELLİKLERİ
GROUP	14	TR-DÖŞEME ÖZELLİKLERİ
GROUP	15	TR-ÇATI ÖZELLİKLERİ
GROUP	16	TR-TS500 GENEL BETONARME
GROUP	17	TR-TS500 BA ELEMAN ÖZELLİKLERİ
GROUP	18	TR-TS500 BA DONATILAMA
GROUP	19	TR-TS500 BA KONTROL VE UYGUNLUK
GROUP	20	TR-MEP GENEL (Tesisat Proje Üst Verisi)
GROUP	21	TR-HVAC HAVALANDIRMA VE KLİMA
GROUP	22	TR-ISITMA VE SOĞUTMA SİSTEMİ
GROUP	23	TR-SIHHI TESİSAT (TS EN 806)
GROUP	24	TR-YANGIN TESİSATI (BYKHY 2019)
GROUP	25	TR-ELEKTRİK GÜÇ SİSTEMLERİ
GROUP	26	TR-ZAYIF AKIM SİSTEMLERİ
GROUP	27	TR-MEP QA/QC KONTROL
GROUP	28	TR-MEP METRAJ VE POZ
GROUP	29	TR-SINIFLANDIRMA VE KOD SİSTEMLERİ
GROUP	30	TR-BİNA ELEMAN SINIFLANDIRMASI
GROUP	31	TR-ÇŞB 2026 YAPI SINIFI VE POZ KIRILIMI
GROUP	32	TR-MAHAL VE KONUMSAL AYRIŞIM
GROUP	33	TR-IFC İHRAC VE VERİ EŞLEME
GROUP	34	TR-KEŞİF / METRAJ / MALİYET KIRILIMI
GROUP	35	TR-QA VE TESLİM KONTROLÜ
GROUP	36	TR-ILS / BİLGİ GEREKSİNİMİ
*PARAM	GUID	NAME	DATATYPE	DATACATEGORY	GROUP	VISIBLE	DESCRIPTION	USERMODIFIABLE	HIDEWHENNOVALUE
PARAM	f1a00014-0001-0001-0001-000000000005	TR_DosemeSuYalitim	YESNO		14	1	Su yalıtımı var mı?	1	0
PARAM	f1a00014-0001-0001-0001-000000000006	TR_DosemeIsıYalitim	TEXT		14	1	Isı yalıtım tipi ve kalınlığı	1	0
PARAM	f1a00014-0001-0001-0001-000000000007	TR_DosemeUDegeri	NUMBER		14	1	U değeri (W/m2K)	1	0
PARAM	f1a00014-0001-0001-0001-000000000008	TR_DosemeSesYalitim	NUMBER		14	1	Ses yalıtım değeri (dB)	1	0
PARAM	f1a00014-0001-0001-0001-000000000009	TR_DosemePozNo	TEXT		14	1	ÇŞB poz numarası	1	0
PARAM	f1a00014-0001-0001-0001-000000000010	TR_DosemeYukKapasitesi	NUMBER		14	1	Tasarım yük kapasitesi (kN/m2)	1	0
PARAM	f1a00015-0001-0001-0001-000000000001	TR_CatiTipi	TEXT		15	1	Çatı tipi: Eğimli/Düz/Yeşil/Kombine	1	0
PARAM	f1a00015-0001-0001-0001-000000000002	TR_CatiEgimi	NUMBER		15	1	Çatı eğimi (%)	1	0
PARAM	f1a00015-0001-0001-0001-000000000003	TR_CatiKaplama	TEXT		15	1	Çatı kaplama malzemesi	1	0
PARAM	f1a00015-0001-0001-0001-000000000004	TR_CatiSuYalitim	TEXT		15	1	Su yalıtım sistemi tipi	1	0
PARAM	f1a00015-0001-0001-0001-000000000005	TR_CatiIsıYalitim	TEXT		15	1	Isı yalıtım tipi ve kalınlığı	1	0
PARAM	f1a00015-0001-0001-0001-000000000006	TR_CatiUDegeri	NUMBER		15	1	U değeri (W/m2K)	1	0
PARAM	f1a00015-0001-0001-0001-000000000007	TR_CatiREI	TEXT		15	1	Yangın direnç sınıfı REI	1	0
PARAM	f1a00015-0001-0001-0001-000000000008	TR_CatiPozNo	TEXT		15	1	ÇŞB poz numarası	1	0
PARAM	f1a00016-0001-0001-0001-000000000001	TR_TS500_StandartSurum	TEXT		16	1	TS 500 sürümü (TS 500:2000+A1:2018)	1	0
PARAM	f1a00016-0001-0001-0001-000000000002	TR_BetonSinifi_Proje	TEXT		16	1	Projede kullanılan beton sınıfları (C25/30 vb)	1	0
PARAM	f1a00016-0001-0001-0001-000000000003	TR_DonatiCeligiSinifi_Proje	TEXT		16	1	Donatı çeliği sınıfı (B420C / B500C)	1	0
PARAM	f1a00016-0001-0001-0001-000000000004	TR_CevreEtkiSinifi	TEXT		16	1	Çevre etki sınıfı (XC1-XC4 / XS / XD / XF)	1	0
PARAM	f1a00016-0001-0001-0001-000000000005	TR_YapiTasiyiciSistemSinifi	TEXT		16	1	Taşıyıcı sistem sınıfı (TBDY: BYS-1..8)	1	0
PARAM	f1a00016-0001-0001-0001-000000000006	TR_AnalizYontemi	TEXT		16	1	Analiz yöntemi (Mod Birlest./Zaman Tanım/İtme)	1	0
PARAM	f1a00016-0001-0001-0001-000000000007	TR_StatikModelVersiyonu	TEXT		16	1	Statik model versiyon no (SAP2000/ETABS vb)	1	0
PARAM	f1a00016-0001-0001-0001-000000000008	TR_HesapRaporNo	TEXT		16	1	Statik hesap raporu belge numarası	1	0
PARAM	f1a00016-0001-0001-0001-000000000009	TR_RevizyonStatik	TEXT		16	1	Statik revizyon kodu ve tarihi	1	0
PARAM	f1a00017-0001-0001-0001-000000000001	TR_BA_ElemanKodu	TEXT		17	1	BA eleman kodu (K01, P01, KR01, D01, T01)	1	0
PARAM	f1a00017-0001-0001-0001-000000000002	TR_BA_ElemanTipi	TEXT		17	1	Kolon / Kiriş / Perde / Döşeme / Temel	1	0
PARAM	f1a00017-0001-0001-0001-000000000003	TR_BA_TasiyiciSistemAltTuru	TEXT		17	1	Alt tür: Çerçeve/Perde+Çerçeve/Perdeli/Tüp	1	0
PARAM	f1a00017-0001-0001-0001-000000000004	TR_BA_BetonSinifi	TEXT		17	1	Bu elemana ait beton sınıfı (C25/30, C30/37)	1	0
PARAM	f1a00017-0001-0001-0001-000000000005	TR_BA_DonatiSinifi	TEXT		17	1	Donatı sınıfı (B420C / B500C)	1	0
PARAM	f1a00017-0001-0001-0001-000000000006	TR_BA_NominalBetonOrtusu	LENGTH		17	1	Nominal beton örtüsü (mm) — TS 500 Tablo 3	1	0
PARAM	f1a00017-0001-0001-0001-000000000007	TR_BA_KesitGenislik	LENGTH		17	1	Kesit genişliği b (mm)	1	0
PARAM	f1a00017-0001-0001-0001-000000000008	TR_BA_KesitYukseklik	LENGTH		17	1	Kesit yüksekliği h (mm)	1	0
PARAM	f1a00017-0001-0001-0001-000000000009	TR_BA_DosemeKalinligi	LENGTH		17	1	Döşeme kalınlığı (mm)	1	0
PARAM	f1a00017-0001-0001-0001-000000000010	TR_BA_PerdeKalinligi	LENGTH		17	1	Perde duvar kalınlığı (mm) — TBDY min. 200mm	1	0
PARAM	f1a00017-0001-0001-0001-000000000011	TR_BA_TemelTipi	TEXT		17	1	Temel tipi: Tekil/Sürekli/Radye/Kazık/Kirişli	1	0
PARAM	f1a00017-0001-0001-0001-000000000012	TR_BA_PrecastMi	YESNO		17	1	Prefabrik/precast eleman mi?	1	0
PARAM	f1a00017-0001-0001-0001-000000000013	TR_BA_ImalatDurumu	TEXT		17	1	Planlı / Kalıp / Beton / Tamamlandı	1	0
PARAM	f1a00018-0001-0001-0001-000000000001	TR_BA_AnaDonatiUst	TEXT		18	1	Üst ana donatı (örn: 4Ø16 / 3Ø20+2Ø16)	1	0
PARAM	f1a00018-0001-0001-0001-000000000002	TR_BA_AnaDonatiAlt	TEXT		18	1	Alt ana donatı (örn: 3Ø16)	1	0
PARAM	f1a00018-0001-0001-0001-000000000003	TR_BA_GovdeDonatisi	TEXT		18	1	Gövde donatısı — kirişler için (TS 500 Md.9)	1	0
PARAM	f1a00018-0001-0001-0001-000000000004	TR_BA_EtriyeCapi	LENGTH		18	1	Etriye çapı (mm): 8 / 10 / 12	1	0
PARAM	f1a00018-0001-0001-0001-000000000005	TR_BA_EtriyeAraligi	LENGTH		18	1	Etriye aralığı orta bölge (mm)	1	0
PARAM	f1a00018-0001-0001-0001-000000000006	TR_BA_SiklastirmaBolgesiVarMi	YESNO		18	1	Sıklaştırma bölgesi var mı? (TBDY Bölüm 7)	1	0
PARAM	f1a00018-0001-0001-0001-000000000007	TR_BA_SiklastirmaAraligi	LENGTH		18	1	Sıklaştırma bölgesi etriye aralığı (mm)	1	0
PARAM	f1a00018-0001-0001-0001-000000000008	TR_BA_PilyeVarMi	YESNO		18	1	Pilye donatısı var mı?	1	0
PARAM	f1a00018-0001-0001-0001-000000000009	TR_BA_FilletoVarMi	YESNO		18	1	Filleto (köşe) donatısı var mı?	1	0
PARAM	f1a00018-0001-0001-0001-000000000010	TR_BA_PasPayiKontrol	YESNO		18	1	Pas payı TS 500 Tablo 3 kontrolü geçti mi?	1	0
PARAM	f1a00018-0001-0001-0001-000000000011	TR_BA_AnkrajBoyu	LENGTH		18	1	Hesaplanan ankraj boyu lb (mm) — TS 500 Md.8	1	0
PARAM	f1a00018-0001-0001-0001-000000000012	TR_BA_EkBoyu	LENGTH		18	1	Bindirme ek boyu ls (mm) — TS 500 Md.8	1	0
PARAM	f1a00018-0001-0001-0001-000000000013	TR_BA_DonatiNotu	TEXT		18	1	Donatı özel notu / pafta açıklaması	1	0
PARAM	f1a00019-0001-0001-0001-000000000001	TR_BA_TS500_KontrolDurumu	TEXT		19	1	TS 500 uyum: Uygun / İncelemede / Revize	1	0
PARAM	f1a00019-0001-0001-0001-000000000002	TR_BA_TBDY_UyumDurumu	TEXT		19	1	TBDY 2018 uyum: Uygun / Revize Gerekli	1	0
PARAM	f1a00019-0001-0001-0001-000000000003	TR_BA_RevizyonGerekiyorMu	YESNO		19	1	Revizyon gerekiyor mu? (QC bayrağı)	1	0
PARAM	f1a00019-0001-0001-0001-000000000004	TR_BA_KontrolEden	TEXT		19	1	Kontrol eden mühendis adı soyadı	1	0
PARAM	f1a00019-0001-0001-0001-000000000005	TR_BA_KontrolTarihi	TEXT		19	1	Kontrol tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00019-0001-0001-0001-000000000006	TR_BA_Onaylayan	TEXT		19	1	Onaylayan mühendis adı soyadı	1	0
PARAM	f1a00019-0001-0001-0001-000000000007	TR_BA_OnayTarihi	TEXT		19	1	Onay tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00019-0001-0001-0001-000000000008	TR_BA_Aciklama	TEXT		19	1	Genel açıklama / uyarı notu	1	0
PARAM	f1a00019-0001-0001-0001-000000000009	TR_BA_HesapModelID	TEXT		19	1	Bağlı hesap modeli kimliği (SAP/ETABS ID)	1	0
PARAM	f1a00019-0001-0001-0001-000000000010	TR_BA_IFCExportSinifi	TEXT		19	1	IFC export sınıfı: 07_YAPISAL / alt kategori	1	0
PARAM	f1a00020-0001-0001-0001-000000000001	TR_MEP_MekMuhendis	TEXT		20	1	Sorumlu makine müh. adı soyadı (MEP)	1	0
PARAM	f1a00020-0001-0001-0001-000000000002	TR_MEP_MekOdaNo	TEXT		20	1	MMO sicil no	1	0
PARAM	f1a00020-0001-0001-0001-000000000003	TR_MEP_ElkMuhendis	TEXT		20	1	Sorumlu elektrik müh. adı soyadı	1	0
PARAM	f1a00020-0001-0001-0001-000000000004	TR_MEP_ElkOdaNo	TEXT		20	1	EMO sicil no	1	0
PARAM	f1a00020-0001-0001-0001-000000000005	TR_MEP_ModelVersiyonu	TEXT		20	1	MEP model versiyon no	1	0
PARAM	f1a00020-0001-0001-0001-000000000006	TR_MEP_KoordinasyonDurumu	TEXT		20	1	Koordinasyon durumu: Bekliyor/Devam/Tamamlandı	1	0
PARAM	f1a00020-0001-0001-0001-000000000007	TR_MEP_ClashTespitTarihi	TEXT		20	1	Son çakışma tespiti tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00020-0001-0001-0001-000000000008	TR_MEP_ClashDurumu	TEXT		20	1	Çakışma durumu: Temiz / X adet açık	1	0
PARAM	f1a00020-0001-0001-0001-000000000009	TR_MEP_IFCSurumu	TEXT		20	1	IFC sürümü MEP modeli (IFC4 MEP)	1	0
PARAM	f1a00020-0001-0001-0001-000000000010	TR_MEP_HesapRaporNo	TEXT		20	1	MEP hesap raporu belge numarası	1	0
PARAM	f1a00021-0001-0001-0001-000000000004	TR_HVAC_KanalMalzeme	TEXT		20	1	Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro	1	0
PARAM	f1a00021-0001-0001-0001-000000000001	TR_HVAC_SistemTipi	TEXT		21	1	Sistem tipi: VAV/CAV/VRF/Chiller/Split vb	1	0
PARAM	f1a00021-0001-0001-0001-000000000002	TR_HVAC_KapalıDevreMi	YESNO		21	1	Kapalı devre sistemi mi?	1	0
PARAM	f1a00021-0001-0001-0001-000000000003	TR_HVAC_KanalTipi	TEXT		21	1	Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex	1	0
PARAM	f1a00021-0001-0001-0001-000000000005	TR_HVAC_HavaHizi	NUMBER		21	1	Tasarım hava hızı (m/s)	1	0
PARAM	f1a00021-0001-0001-0001-000000000006	TR_HVAC_HavaDebisi	NUMBER		21	1	Hava debisi (m3/h)	1	0
PARAM	f1a00021-0001-0001-0001-000000000007	TR_HVAC_BasıncKaybi	NUMBER		21	1	Basınç kaybı (Pa)	1	0
PARAM	f1a00021-0001-0001-0001-000000000008	TR_HVAC_YalitimTipi	TEXT		21	1	Kanal yalıtım tipi ve kalınlığı (mm)	1	0
PARAM	f1a00021-0001-0001-0001-000000000009	TR_HVAC_YangınDamperVarMi	YESNO		21	1	Yangın damperi var mı? (BYKHY)	1	0
PARAM	f1a00021-0001-0001-0001-000000000010	TR_HVAC_DumDamperVarMi	YESNO		21	1	Duman damperi var mı?	1	0
PARAM	f1a00021-0001-0001-0001-000000000011	TR_HVAC_SistemAdi	TEXT		21	1	Sistem adı/kodu (örn: HV-01, EX-01)	1	0
PARAM	f1a00021-0001-0001-0001-000000000012	TR_HVAC_GurultuSeviyesi	NUMBER		21	1	Gürültü seviyesi NC/dB(A)	1	0
PARAM	f1a00022-0001-0001-0001-000000000001	TR_ISI_SistemTipi	TEXT		22	1	Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF	1	0
PARAM	f1a00022-0001-0001-0001-000000000002	TR_ISI_KazanTipi	TEXT		22	1	Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası	1	0
PARAM	f1a00022-0001-0001-0001-000000000003	TR_ISI_BorMalzeme	TEXT		22	1	Boru malzemesi: Çelik/Bakır/PPR/PEX/CPVC	1	0
PARAM	f1a00022-0001-0001-0001-000000000004	TR_ISI_BorCap	LENGTH		22	1	Boru çapı DN (mm)	1	0
PARAM	f1a00022-0001-0001-0001-000000000005	TR_ISI_IsıtmaDebi	NUMBER		22	1	Isıtma debisi (l/h)	1	0
PARAM	f1a00022-0001-0001-0001-000000000006	TR_ISI_SogutmaDebi	NUMBER		22	1	Soğutma debisi (l/h)	1	0
PARAM	f1a00022-0001-0001-0001-000000000007	TR_ISI_GirisScakligi	NUMBER		22	1	Giriş sıcaklığı (°C)	1	0
PARAM	f1a00022-0001-0001-0001-000000000008	TR_ISI_DonusScakligi	NUMBER		22	1	Dönüş sıcaklığı (°C)	1	0
PARAM	f1a00022-0001-0001-0001-000000000009	TR_ISI_YalitimTipi	TEXT		22	1	Boru yalıtım tipi ve kalınlığı	1	0
PARAM	f1a00022-0001-0001-0001-000000000010	TR_ISI_BasincSinifi	TEXT		22	1	Basınç sınıfı PN6/PN10/PN16/PN25	1	0
PARAM	f1a00022-0001-0001-0001-000000000011	TR_ISI_SistemAdi	TEXT		22	1	Sistem adı/kodu (örn: IS-01, SG-01)	1	0
PARAM	f1a00023-0001-0001-0001-000000000001	TR_SHT_SistemTipi	TEXT		23	1	Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU	1	0
PARAM	f1a00023-0001-0001-0001-000000000002	TR_SHT_BorMalzeme	TEXT		23	1	Boru malzemesi: PPR/PVC/KPVC/Bakır/HDPE	1	0
PARAM	f1a00023-0001-0001-0001-000000000003	TR_SHT_BorCap	LENGTH		23	1	Boru çapı DN (mm)	1	0
PARAM	f1a00023-0001-0001-0001-000000000004	TR_SHT_BasincSinifi	TEXT		23	1	Basınç sınıfı PN	1	0
PARAM	f1a00023-0001-0001-0001-000000000005	TR_SHT_EgimYuzde	NUMBER		23	1	Pis su boru eğimi (%)	1	0
PARAM	f1a00023-0001-0001-0001-000000000006	TR_SHT_HidroforVarMi	YESNO		23	1	Hidrofor sistemi var mı?	1	0
PARAM	f1a00023-0001-0001-0001-000000000007	TR_SHT_DepoHacmi	NUMBER		23	1	Su deposu hacmi (m3)	1	0
PARAM	f1a00023-0001-0001-0001-000000000008	TR_SHT_SicakSuSistemi	TEXT		23	1	Sıcak su sistemi: Merkezi/Bireysel/Güneş	1	0
PARAM	f1a00023-0001-0001-0001-000000000009	TR_SHT_YalitimTipi	TEXT		23	1	Boru yalıtım tipi ve kalınlığı	1	0
PARAM	f1a00023-0001-0001-0001-000000000010	TR_SHT_SistemAdi	TEXT		23	1	Sistem kodu (örn: SK-01, PIS-01)	1	0
PARAM	f1a00024-0001-0001-0001-000000000001	TR_YAN_SprinklerTipi	TEXT		24	1	Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge	1	0
PARAM	f1a00024-0001-0001-0001-000000000002	TR_YAN_SprinklerBasinc	NUMBER		24	1	Tasarım basıncı (bar)	1	0
PARAM	f1a00024-0001-0001-0001-000000000003	TR_YAN_SprinklerDebi	NUMBER		24	1	Tasarım debisi (l/dak)	1	0
PARAM	f1a00024-0001-0001-0001-000000000004	TR_YAN_HazardSinifi	TEXT		24	1	Tehlike sınıfı: LH/OH1/OH2/OH3/OH4/HH	1	0
PARAM	f1a00024-0001-0001-0001-000000000005	TR_YAN_BorMalzeme	TEXT		24	1	Yangın borusu malzeme: Çelik/CPVC	1	0
PARAM	f1a00024-0001-0001-0001-000000000006	TR_YAN_BorCap	LENGTH		24	1	Yangın borusu çapı DN (mm)	1	0
PARAM	f1a00024-0001-0001-0001-000000000007	TR_YAN_ItfaiyeBaglantisi	YESNO		24	1	İtfaiye bağlantısı var mı?	1	0
PARAM	f1a00024-0001-0001-0001-000000000008	TR_YAN_HidrantTipi	TEXT		24	1	Hidrant tipi: İç/Dış/Yerüstü	1	0
PARAM	f1a00024-0001-0001-0001-000000000009	TR_YAN_KosumaDebi	NUMBER		24	1	Koşuma debisi (l/dak) BYKHY Tablo	1	0
PARAM	f1a00024-0001-0001-0001-000000000010	TR_YAN_SistemAdi	TEXT		24	1	Yangın sistemi kodu (örn: YAN-SPR-01)	1	0
PARAM	f1a00025-0001-0001-0001-000000000001	TR_ELK_SistemGerilimiV	NUMBER		25	1	Sistem gerilimi (V): 230/400	1	0
PARAM	f1a00025-0001-0001-0001-000000000002	TR_ELK_KableTipi	TEXT		25	1	Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH	1	0
PARAM	f1a00025-0001-0001-0001-000000000003	TR_ELK_KableCap	TEXT		25	1	Kablo kesiti (mm2): 1.5/2.5/4/6/10/16	1	0
PARAM	f1a00025-0001-0001-0001-000000000004	TR_ELK_DevreTipi	TEXT		25	1	Devre tipi: Aydınlatma/Priz/Motor/Güç	1	0
PARAM	f1a00025-0001-0001-0001-000000000005	TR_ELK_PanoAdi	TEXT		25	1	Bağlı pano adı (örn: DP-01, ATP-01)	1	0
PARAM	f1a00025-0001-0001-0001-000000000006	TR_ELK_DevreNo	TEXT		25	1	Devre numarası	1	0
PARAM	f1a00025-0001-0001-0001-000000000007	TR_ELK_GuvenlikSinifi	TEXT		25	1	Güvenlik sınıfı: IP20/IP44/IP65/IP67	1	0
PARAM	f1a00025-0001-0001-0001-000000000008	TR_ELK_YangindaCalismaSuresi	NUMBER		25	1	Yangında çalışma süresi dk (acil devre)	1	0
PARAM	f1a00025-0001-0001-0001-000000000009	TR_ELK_KorumaTipi	TEXT		25	1	Koruma tipi: MCB/MCCB/RCD/AFCI	1	0
PARAM	f1a00025-0001-0001-0001-000000000010	TR_ELK_SistemAdi	TEXT		25	1	Elektrik sistemi kodu (örn: ELK-GUC-01)	1	0
PARAM	f1a00026-0001-0001-0001-000000000001	TR_ZA_SistemTipi	TEXT		26	1	Sistem: Data/Tel/CCTV/Kart/Alarm/OKS/BMS	1	0
PARAM	f1a00026-0001-0001-0001-000000000002	TR_ZA_KableTipi	TEXT		26	1	Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y	1	0
PARAM	f1a00026-0001-0001-0001-000000000003	TR_ZA_CihazAdi	TEXT		26	1	Cihaz adı / modeli	1	0
PARAM	f1a00026-0001-0001-0001-000000000004	TR_ZA_ZonNo	TEXT		26	1	Bölge/Zone numarası (yangın alarm vb)	1	0
PARAM	f1a00026-0001-0001-0001-000000000005	TR_ZA_IPAdresi	TEXT		26	1	IP adresi (ağ cihazları için)	1	0
PARAM	f1a00026-0001-0001-0001-000000000006	TR_ZA_GucTuketimi	NUMBER		26	1	Güç tüketimi (W)	1	0
PARAM	f1a00026-0001-0001-0001-000000000007	TR_ZA_POEVarMi	YESNO		26	1	PoE (Power over Ethernet) var mı?	1	0
PARAM	f1a00026-0001-0001-0001-000000000008	TR_ZA_SistemAdi	TEXT		26	1	Sistem kodu (örn: BMS-01, CCTV-01)	1	0
PARAM	f1a00027-0001-0001-0001-000000000001	TR_MEP_KontrolDurumu	TEXT		27	1	Kontrol durumu: Uygun / İncelemede / Revize	1	0
PARAM	f1a00027-0001-0001-0001-000000000002	TR_MEP_RevizyonGerekiyorMu	YESNO		27	1	Revizyon gerekiyor mu? (QC bayrağı)	1	0
PARAM	f1a00027-0001-0001-0001-000000000003	TR_MEP_KontrolEden	TEXT		27	1	Kontrol eden mühendis adı soyadı	1	0
PARAM	f1a00027-0001-0001-0001-000000000004	TR_MEP_KontrolTarihi	TEXT		27	1	Kontrol tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00027-0001-0001-0001-000000000005	TR_MEP_Onaylayan	TEXT		27	1	Onaylayan mühendis adı soyadı	1	0
PARAM	f1a00027-0001-0001-0001-000000000006	TR_MEP_OnayTarihi	TEXT		27	1	Onay tarihi (YYYY-AA-GG)	1	0
PARAM	f1a00027-0001-0001-0001-000000000007	TR_MEP_ClashCozulduMu	YESNO		27	1	Çakışma sorunu çözüldü mü?	1	0
PARAM	f1a00027-0001-0001-0001-000000000008	TR_MEP_Aciklama	TEXT		27	1	Açıklama / uyarı notu	1	0
PARAM	f1a00027-0001-0001-0001-000000000009	TR_MEP_HesapModelID	TEXT		27	1	Bağlı hesap modeli ID	1	0
PARAM	f1a00027-0001-0001-0001-000000000010	TR_MEP_IFCExportSinifi	TEXT		27	1	IFC export sınıfı (08_MEP / alt kategori)	1	0
PARAM	f1a00028-0001-0001-0001-000000000001	TR_MEP_PozNo	TEXT		28	1	ÇŞB/YİGM MEP poz numarası	1	0
PARAM	f1a00028-0001-0001-0001-000000000002	TR_MEP_PozAdi	TEXT		28	1	Poz adı	1	0
PARAM	f1a00028-0001-0001-0001-000000000003	TR_MEP_Birim	TEXT		28	1	Birim: m / m2 / adet / kW vb	1	0
PARAM	f1a00028-0001-0001-0001-000000000004	TR_MEP_Miktar	NUMBER		28	1	Miktar	1	0
PARAM	f1a00028-0001-0001-0001-000000000005	TR_MEP_BirimFiyat	CURRENCY		28	1	Birim fiyat (TL)	1	0
PARAM	f1a00028-0001-0001-0001-000000000006	TR_MEP_ToplamTutar	CURRENCY		28	1	Toplam tutar (TL)	1	0
PARAM	9c805a5d-0c5e-59fa-abd3-67de5d0bc520	TR_SinifSistemi	TEXT		29	1	Kullanılan ana sınıflandırma sistemi (TR_BIM / NL-SfB / UniClass / özel idare standardı)	1	0
PARAM	6736a3a0-7e39-51b2-a2f6-85a7a8ad8021	TR_SinifKod1	TEXT		29	1	Birincil sınıflandırma kodu	1	0
PARAM	550773f3-84e3-55e6-92e8-6ad9580319f3	TR_SinifKod2	TEXT		29	1	İkincil sınıflandırma kodu	1	0
PARAM	37565117-4d6d-5bac-a08b-fb8e357d9a32	TR_SinifKod3	TEXT		29	1	Üçüncül sınıflandırma kodu	1	0
PARAM	1c9d6249-d730-59e7-ab31-207ea22bab52	TR_SinifAdi	TEXT		29	1	Sınıflandırma adının okunabilir karşılığı	1	0
PARAM	24397964-60d0-534a-9f2f-64de86ed931e	TR_ElemanKod	TEXT		29	1	Eleman / tip / sistem kodu	1	0
PARAM	a986e14e-cc3d-5093-b1e0-ce1742be81cb	TR_ElemanAdi	TEXT		29	1	Eleman / tip / sistem adı	1	0
PARAM	884d7082-37df-5fc9-85bf-a0a058edd9cf	TR_ElemanAileKodu	TEXT		29	1	Aile / ürün ailesi kodu	1	0
PARAM	874555f8-2c2a-5182-950e-311501a1e92f	TR_MalzemeSinifKodu	TEXT		29	1	Malzeme sınıf kodu	1	0
PARAM	cdb5b807-7fca-5d4c-87de-02f40e12f83b	TR_MalzemeSinifAdi	TEXT		29	1	Malzeme sınıf adı	1	0
PARAM	b731d758-9bbd-573a-9bab-9bd610ead96a	TR_IsDisEleman	YESNO		29	1	Eleman dış ortam / dış kabuk ile ilişkili mi?	1	0
PARAM	647eb9a7-350e-5473-bcdb-2be7abdb0122	TR_IsTasiyici	YESNO		29	1	Eleman taşıyıcı görev yapıyor mu?	1	0
PARAM	aa0ea289-9ac3-5fba-9176-61ea28d6c588	TR_BES_AnaKod	TEXT		30	1	Bina eleman sınıflandırması ana grup kodu	1	0
PARAM	720694a7-a00f-50b6-b118-6622aa6c7809	TR_BES_AnaGrup	TEXT		30	1	Bina eleman sınıflandırması ana grup adı	1	0
PARAM	163fb17b-82a8-58e0-9be4-8600e5a35954	TR_BES_AltKod	TEXT		30	1	Bina eleman sınıflandırması alt grup kodu	1	0
PARAM	d58a965a-5adc-5249-9b6b-a33d3973e37f	TR_BES_AltGrup	TEXT		30	1	Bina eleman sınıflandırması alt grup adı	1	0
PARAM	e26dd773-0432-52c5-8ae0-8f7ecc3498e5	TR_BES_ElemanKodu	TEXT		30	1	Bina eleman sınıflandırması detay eleman kodu	1	0
PARAM	f49432a7-9977-581b-a1c8-a079452ac42f	TR_BES_ElemanAdi	TEXT		30	1	Bina eleman sınıflandırması detay eleman adı	1	0
PARAM	3f8b38aa-88e8-5285-9f96-07c09b0d8151	TR_BES_Islev	TEXT		30	1	Elemanın işlevsel rolü	1	0
PARAM	91cde87f-f74e-5bbf-95e9-6efa61c8b676	TR_BES_TeknikSistem	TEXT		30	1	Elemanın ait olduğu teknik sistem	1	0
PARAM	5236a039-8fcf-5441-a2a4-c366b86c9f49	TR_BES_MalzemeAilesi	TEXT		30	1	Baskın malzeme veya malzeme ailesi	1	0
PARAM	1fa45ead-9ebb-5960-ab03-612b8fb344b0	TR_BES_UretimDisiplini	TEXT		30	1	İmalat / disiplin sorumluluğu	1	0
PARAM	aeaddd4c-8b6a-5b59-93ce-21dcca35fe1b	TR_BES_BakimGrubu	TEXT		30	1	İşletme bakım grubu	1	0
